interaction_name,pathway_name,uniprot_ligand,uniprot_receptor,agonist,antagonist,co_A_receptor,co_I_receptor,annotation,interaction_name_2,evidence,is_neurotransmitter,ligand.symbol,ligand.family,ligand.location,ligand.keyword,ligand.secreted_type,ligand.transmembrane,receptor.symbol,receptor.family,receptor.location,receptor.keyword,receptor.surfaceome_main,receptor.surfaceome_sub,receptor.adhesome,receptor.secreted_type,receptor.transmembrane,version,unique_int
HLA-C_KIR2DS4,MHC-I,P10321,P43632,,,,,Cell-Cell Contact,HLA-C - KIR2DS4,PMID: 28484462,FALSE,HLA-C,,"Endoplasmic reticulum membrane, Cell membrane","Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Alternative splicing, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, 3D-structure",,TRUE,KIR2DS4,Immunoglobulin,Cell membrane,"Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Repeat, 3D-structure, Glycoprotein",Receptors,IG;KIR,,,NA,CellChatDB v1,P10321_P43632
HLA-G_LILRB1,MHC-I,P17693,Q8NHL6,,,,,Cell-Cell Contact,HLA-G - LILRB1,PMID: 28484462,FALSE,HLA-G,MHC class I,"Secreted, Cell projection, [Soluble HLA class I histocompatibility antigen, Early endosome membrane, Endoplasmic reticulum membrane, Alpha chain G]: Secreted, Cell membrane, Early endosome, Filopodium membrane","Immunity, Membrane, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Endoplasmic reticulum, Glycoprotein, Cell projection, Signal, Reference proteome, Cell membrane, Transmembrane helix, MHC I, 3D-structure, Endosome",,TRUE,LILRB1,,"Cell membrane, Secreted","Immunity, Membrane, Disulfide bond, Secreted, Transmembrane, Receptor, Alternative splicing, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, 3D-structure, Repeat",Receptors,IG;LILR,,secreted,TRUE,CellChatDB v1,P17693_Q8NHL6
HLA-G_LILRB2,MHC-I,P17693,Q8N423,,,,,Cell-Cell Contact,HLA-G - LILRB2,PMID: 28484462,FALSE,HLA-G,MHC class I,"Secreted, Cell projection, [Soluble HLA class I histocompatibility antigen, Early endosome membrane, Endoplasmic reticulum membrane, Alpha chain G]: Secreted, Cell membrane, Early endosome, Filopodium membrane","Immunity, Membrane, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Endoplasmic reticulum, Glycoprotein, Cell projection, Signal, Reference proteome, Cell membrane, Transmembrane helix, MHC I, 3D-structure, Endosome",,TRUE,LILRB2,,Cell membrane,"Immunity, Membrane, Alternative initiation, Disulfide bond, Transmembrane, Alternative promoter usage, Receptor, Alternative splicing, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, 3D-structure, Repeat",Receptors,IG;LILR,,,TRUE,CellChatDB v1,P17693_Q8N423
HLA-F_KIR3DL1,MHC-I,P30511,P43629,,,,,Cell-Cell Contact,HLA-F - KIR3DL1,PMID: 28484462,FALSE,HLA-F,MHC class I,"Cell membrane, Lysosome membrane, Early endosome membrane","Lysosome, Immunity, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, MHC I, Transmembrane, Alternative splicing, 3D-structure, Endosome, Glycoprotein",,TRUE,KIR3DL1,Immunoglobulin,Cell membrane,"Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Repeat, 3D-structure, Glycoprotein",Receptors,IG;KIR,,,TRUE,CellChatDB v1,P30511_P43629
HLA-F_KIR3DL2,MHC-I,P30511,P43630,,,,,Cell-Cell Contact,HLA-F - KIR3DL2,PMID: 28484462,FALSE,HLA-F,MHC class I,"Cell membrane, Lysosome membrane, Early endosome membrane","Lysosome, Immunity, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, MHC I, Transmembrane, Alternative splicing, 3D-structure, Endosome, Glycoprotein",,TRUE,KIR3DL2,Immunoglobulin,Cell membrane,"Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Repeat, Glycoprotein",Receptors,IG;KIR,,,TRUE,CellChatDB v1,P30511_P43630
HLA-B_KIR3DL2,MHC-I,P01889,P43630,,,,,Cell-Cell Contact,HLA-B - KIR3DL2,PMID: 28484462,FALSE,HLA-B,,"Cell membrane, Endoplasmic reticulum membrane","Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, Direct protein sequencing, 3D-structure",,TRUE,KIR3DL2,Immunoglobulin,Cell membrane,"Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Repeat, Glycoprotein",Receptors,IG;KIR,,,TRUE,CellChatDB v1,P01889_P43630
HLA-C_KIR3DL3,MHC-I,P10321,Q8N743,,,,,Cell-Cell Contact,HLA-C - KIR3DL3,PMID: 28484462,FALSE,HLA-C,,"Endoplasmic reticulum membrane, Cell membrane","Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Alternative splicing, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, 3D-structure",,TRUE,KIR3DL3,Immunoglobulin,Cell membrane,"Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Repeat, Glycoprotein",Receptors,IG;KIR,,,NA,CellChatDB v1,P10321_Q8N743
HLA-E_KLRC1,MHC-I,P13747,P26715,,,,,Cell-Cell Contact,HLA-E - KLRC1,PMID: 24223577,FALSE,HLA-E,MHC class I,"Golgi apparatus membrane, Cell membrane, Alpha chain E]: Secreted, [Soluble HLA class I histocompatibility antigen","Immunity, Membrane, Host-virus interaction, Disulfide bond, Secreted, Transmembrane, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, Golgi apparatus, 3D-structure",,TRUE,KLRC1,,Cell membrane,"Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Signal-anchor, Receptor, Alternative splicing, Adaptive immunity, Glycoprotein, Lectin, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, 3D-structure",Receptors,Class_E;SCAR,,,TRUE,CellChatDB v1,P13747_P26715
HLA-E_KLRC2,MHC-I,P13747,P26717,,,,,Cell-Cell Contact,HLA-E - KLRC2,PMID: 26697006,FALSE,HLA-E,MHC class I,"Golgi apparatus membrane, Cell membrane, Alpha chain E]: Secreted, [Soluble HLA class I histocompatibility antigen","Immunity, Membrane, Host-virus interaction, Disulfide bond, Secreted, Transmembrane, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, Golgi apparatus, 3D-structure",,TRUE,KLRC2,,Cell membrane,"Lectin, Immunity, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Innate immunity, Transmembrane, Signal-anchor, Receptor, 3D-structure, Adaptive immunity, Glycoprotein",Receptors,Class_E;SCAR,,,TRUE,CellChatDB v1,P13747_P26717
HLA-A_KIR3DL1,MHC-I,P04439,P43629,,,,,Cell-Cell Contact,HLA-A - KIR3DL1,PMID: 28484462,FALSE,HLA-A,MHC class I,"Cell membrane, Endoplasmic reticulum membrane","Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Alternative splicing, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Innate immunity, Transmembrane helix, MHC I, Phosphoprotein, Sulfation, Direct protein sequencing, 3D-structure, Ubl conjugation",,TRUE,KIR3DL1,Immunoglobulin,Cell membrane,"Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Repeat, 3D-structure, Glycoprotein",Receptors,IG;KIR,,,TRUE,CellChatDB v1,P04439_P43629
HLA-F_LILRB1,MHC-I,P30511,Q8NHL6,,,,,Cell-Cell Contact,HLA-F - LILRB1,PMID: 28484462,FALSE,HLA-F,MHC class I,"Cell membrane, Lysosome membrane, Early endosome membrane","Lysosome, Immunity, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, MHC I, Transmembrane, Alternative splicing, 3D-structure, Endosome, Glycoprotein",,TRUE,LILRB1,,"Cell membrane, Secreted","Immunity, Membrane, Disulfide bond, Secreted, Transmembrane, Receptor, Alternative splicing, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, 3D-structure, Repeat",Receptors,IG;LILR,,secreted,TRUE,CellChatDB v1,P30511_Q8NHL6
HLA-E_KLRK1,MHC-I,P13747,P26718,,,,,Cell-Cell Contact,HLA-E - KLRK1,PMID: 28484462,FALSE,HLA-E,MHC class I,"Golgi apparatus membrane, Cell membrane, Alpha chain E]: Secreted, [Soluble HLA class I histocompatibility antigen","Immunity, Membrane, Host-virus interaction, Disulfide bond, Secreted, Transmembrane, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, Golgi apparatus, 3D-structure",,TRUE,KLRK1,,Cell membrane,"Immunity, Membrane, Disulfide bond, Differentiation, Transmembrane, Signal-anchor, Receptor, Alternative splicing, Adaptive immunity, Glycoprotein, Lectin, Reference proteome, Cell membrane, Transmembrane helix, Innate immunity, 3D-structure",Receptors,Class_E;SCAR,,,TRUE,CellChatDB v1,P13747_P26718
HLA-F_KIR3DS1,MHC-I,P30511,Q14943,,,,,Cell-Cell Contact,HLA-F - KIR3DS1,PMID: 28484462,FALSE,HLA-F,MHC class I,"Cell membrane, Lysosome membrane, Early endosome membrane","Lysosome, Immunity, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, MHC I, Transmembrane, Alternative splicing, 3D-structure, Endosome, Glycoprotein",,TRUE,KIR3DS1,Immunoglobulin,Cell membrane,"Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Repeat, Glycoprotein",Receptors,IG;KIR,,,TRUE,CellChatDB v1,P30511_Q14943
HLA-E_CD94:NKG2A,MHC-I,P13747,P26715_Q13241,,,,,Cell-Cell Contact,HLA-E - CD94:NKG2A,PMID: 28484462,FALSE,HLA-E,MHC class I,"Golgi apparatus membrane, Cell membrane, Alpha chain E]: Secreted, [Soluble HLA class I histocompatibility antigen","Immunity, Membrane, Host-virus interaction, Disulfide bond, Secreted, Transmembrane, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, Golgi apparatus, 3D-structure",,TRUE,"KLRC1, KLRD1",,Cell membrane,"Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Signal-anchor, Receptor, Alternative splicing, Adaptive immunity, Glycoprotein, Lectin, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, 3D-structure",Receptors,Class_E;SCAR,,,TRUE,CellChatDB v1,P13747_P26715_Q13241
HLA-E_CD94:NKG2C,MHC-I,P13747,P26717_Q13241,,,,,Cell-Cell Contact,HLA-E - CD94:NKG2C,PMID: 28484462,FALSE,HLA-E,MHC class I,"Golgi apparatus membrane, Cell membrane, Alpha chain E]: Secreted, [Soluble HLA class I histocompatibility antigen","Immunity, Membrane, Host-virus interaction, Disulfide bond, Secreted, Transmembrane, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, Golgi apparatus, 3D-structure",,TRUE,"KLRC2, KLRD1",,Cell membrane,"Lectin, Immunity, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Innate immunity, Transmembrane, Signal-anchor, Receptor, 3D-structure, Adaptive immunity, Glycoprotein, Host-virus interaction, Alternative splicing",Receptors,Class_E;SCAR,,,TRUE,CellChatDB v1,P13747_P26717_Q13241
HLA-E_CD94:NKG2E,MHC-I,P13747,Q07444_Q13241,,,,,Cell-Cell Contact,HLA-E - CD94:NKG2E,PMID: 28484462,FALSE,HLA-E,MHC class I,"Golgi apparatus membrane, Cell membrane, Alpha chain E]: Secreted, [Soluble HLA class I histocompatibility antigen","Immunity, Membrane, Host-virus interaction, Disulfide bond, Secreted, Transmembrane, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, Golgi apparatus, 3D-structure",,TRUE,"KLRC3, KLRD1",,"Membrane, Cell membrane","Lectin, Membrane, Reference proteome, Transmembrane helix, Disulfide bond, Transmembrane, Signal-anchor, Receptor, Alternative splicing, Glycoprotein, Immunity, Host-virus interaction, Adaptive immunity, Cell membrane, Innate immunity, 3D-structure",Receptors,Class_E;SCAR,,,TRUE,CellChatDB v1,P13747_Q07444_Q13241
ULBP1_KLRK1,MHC-I,Q9BZM6,P26718,,,,,Cell-Cell Contact,ULBP1 - KLRK1,PMID: 24223577,FALSE,ULBP1,MHC class I,"Endoplasmic reticulum, Cell membrane, GPI-anchor","Immunity, Membrane, Signal, Reference proteome, Host-virus interaction, GPI-anchor, Lipoprotein, Cell membrane, Disulfide bond, Endoplasmic reticulum, Glycoprotein",,TRUE,KLRK1,,Cell membrane,"Immunity, Membrane, Disulfide bond, Differentiation, Transmembrane, Signal-anchor, Receptor, Alternative splicing, Adaptive immunity, Glycoprotein, Lectin, Reference proteome, Cell membrane, Transmembrane helix, Innate immunity, 3D-structure",Receptors,Class_E;SCAR,,,TRUE,CellChatDB v1,Q9BZM6_P26718
ULBP2_KLRK1,MHC-I,Q9BZM5,P26718,,,,,Cell-Cell Contact,ULBP2 - KLRK1,PMID: 24223577,FALSE,ULBP2,MHC class I,"Endoplasmic reticulum, Secreted, Cell membrane, GPI-anchor","Immunity, Membrane, Signal, Reference proteome, Host-virus interaction, Lipoprotein, GPI-anchor, Cell membrane, Disulfide bond, Secreted, Direct protein sequencing, Endoplasmic reticulum, Glycoprotein",secreted,TRUE,KLRK1,,Cell membrane,"Immunity, Membrane, Disulfide bond, Differentiation, Transmembrane, Signal-anchor, Receptor, Alternative splicing, Adaptive immunity, Glycoprotein, Lectin, Reference proteome, Cell membrane, Transmembrane helix, Innate immunity, 3D-structure",Receptors,Class_E;SCAR,,,TRUE,CellChatDB v1,Q9BZM5_P26718
ULBP3_KLRK1,MHC-I,Q9BZM4,P26718,,,,,Cell-Cell Contact,ULBP3 - KLRK1,PMID: 24223577,FALSE,ULBP3,MHC class I,"Cell membrane, GPI-anchor","Immunity, Membrane, Signal, Reference proteome, Host-virus interaction, GPI-anchor, Lipoprotein, Cell membrane, Disulfide bond, 3D-structure, Glycoprotein",,TRUE,KLRK1,,Cell membrane,"Immunity, Membrane, Disulfide bond, Differentiation, Transmembrane, Signal-anchor, Receptor, Alternative splicing, Adaptive immunity, Glycoprotein, Lectin, Reference proteome, Cell membrane, Transmembrane helix, Innate immunity, 3D-structure",Receptors,Class_E;SCAR,,,TRUE,CellChatDB v2,Q9BZM4_P26718
RAET1L_KLRK1,MHC-I,Q5VY80,P26718,,,,,Cell-Cell Contact,RAET1L - KLRK1,PMID: 24223577,FALSE,RAET1L,MHC class I,"Endoplasmic reticulum, Cell membrane, GPI-anchor","Immunity, Membrane, Signal, Reference proteome, Host-virus interaction, GPI-anchor, Lipoprotein, Cell membrane, Disulfide bond, 3D-structure, Endoplasmic reticulum, Glycoprotein",,TRUE,KLRK1,,Cell membrane,"Immunity, Membrane, Disulfide bond, Differentiation, Transmembrane, Signal-anchor, Receptor, Alternative splicing, Adaptive immunity, Glycoprotein, Lectin, Reference proteome, Cell membrane, Transmembrane helix, Innate immunity, 3D-structure",Receptors,Class_E;SCAR,,,TRUE,CellChatDB v2,Q5VY80_P26718
RAET1E_KLRK1,MHC-I,Q8TD07,P26718,,,,,Cell-Cell Contact,RAET1E - KLRK1,PMID: 24223577,FALSE,RAET1E,MHC class I,"Secreted, Membrane","Immunity, Membrane, Signal, Reference proteome, Transmembrane helix, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Glycoprotein",secreted,TRUE,KLRK1,,Cell membrane,"Immunity, Membrane, Disulfide bond, Differentiation, Transmembrane, Signal-anchor, Receptor, Alternative splicing, Adaptive immunity, Glycoprotein, Lectin, Reference proteome, Cell membrane, Transmembrane helix, Innate immunity, 3D-structure",Receptors,Class_E;SCAR,,,TRUE,CellChatDB v1,Q8TD07_P26718
RAET1G_KLRK1,MHC-I,Q6H3X3,P26718,,,,,Cell-Cell Contact,RAET1G - KLRK1,PMID: 24223577,FALSE,RAET1G,MHC class I,"Endoplasmic reticulum, Cell membrane, GPI-anchor","Immunity, Membrane, Signal, Reference proteome, Host-virus interaction, Lipoprotein, GPI-anchor, Transmembrane helix, Disulfide bond, Secreted, Cell membrane, Transmembrane, Alternative splicing, Endoplasmic reticulum, Glycoprotein",secreted,TRUE,KLRK1,,Cell membrane,"Immunity, Membrane, Disulfide bond, Differentiation, Transmembrane, Signal-anchor, Receptor, Alternative splicing, Adaptive immunity, Glycoprotein, Lectin, Reference proteome, Cell membrane, Transmembrane helix, Innate immunity, 3D-structure",Receptors,Class_E;SCAR,,,TRUE,CellChatDB v1,Q6H3X3_P26718
HLA-DPA1_CD4,MHC-II,P20036,P01730,,,,,Cell-Cell Contact,HLA-DPA1 - CD4,KEGG: hsa04514,FALSE,HLA-DPA1,MHC class II,,,,NA,CD4,,Cell membrane,"Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Lipoprotein, Transmembrane helix, Cell membrane, Phosphoprotein, Direct protein sequencing, 3D-structure, Palmitate, Repeat",Unclassified,Unclassified,,,NA,CellChatDB v1,P20036_P01730
HLA-DPB1_CD4,MHC-II,P04440,P01730,,,,,Cell-Cell Contact,HLA-DPB1 - CD4,KEGG: hsa04514,FALSE,HLA-DPB1,MHC class II,,,,NA,CD4,,Cell membrane,"Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Lipoprotein, Transmembrane helix, Cell membrane, Phosphoprotein, Direct protein sequencing, 3D-structure, Palmitate, Repeat",Unclassified,Unclassified,,,NA,CellChatDB v1,P04440_P01730
HLA-DQA1_CD4,MHC-II,P01909,P01730,,,,,Cell-Cell Contact,HLA-DQA1 - CD4,KEGG: hsa04514,FALSE,HLA-DQA1,MHC class II,"Golgi apparatus, trans-Golgi network membrane, Lysosome membrane, Cell membrane, Endosome membrane, Endoplasmic reticulum membrane","Immunity, Membrane, Disulfide bond, Transmembrane, MHC II, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Lysosome, Signal, Reference proteome, Cell membrane, Transmembrane helix, Direct protein sequencing, Golgi apparatus, 3D-structure, Endosome",,NA,CD4,,Cell membrane,"Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Lipoprotein, Transmembrane helix, Cell membrane, Phosphoprotein, Direct protein sequencing, 3D-structure, Palmitate, Repeat",Unclassified,Unclassified,,,NA,CellChatDB v1,P01909_P01730
HLA-DMA_CD4,MHC-II,P28067,P01730,,,,,Cell-Cell Contact,HLA-DMA - CD4,KEGG: hsa04514,FALSE,HLA-DMA,MHC class II,"Late endosome membrane, Lysosome membrane","Lysosome, Immunity, Membrane, Signal, Reference proteome, Transmembrane helix, Disulfide bond, Transmembrane, MHC II, 3D-structure, Adaptive immunity, Endosome, Glycoprotein",,NA,CD4,,Cell membrane,"Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Lipoprotein, Transmembrane helix, Cell membrane, Phosphoprotein, Direct protein sequencing, 3D-structure, Palmitate, Repeat",Unclassified,Unclassified,,,NA,CellChatDB v1,P28067_P01730
